age,income,expenses,savings_ratio,dependents,horizon,existing_investments,crash_behavior,experience,focus,risk_label
37,26466,14801,0.441,1,26,4420377,1,1,1,1
36,254638,101010,0.603,4,28,646868,0,2,0,1
46,113422,43067,0.62,0,1,4531772,0,2,2,1
57,289037,127211,0.56,3,12,687703,2,1,2,2
32,121907,97890,0.197,3,20,4437774,2,1,1,2
36,233434,84544,0.638,0,2,1413466,2,1,1,1
25,243532,174511,0.283,3,15,3220511,2,1,1,2
42,283093,202879,0.283,0,22,2536331,2,2,0,1
34,177271,132133,0.255,4,32,2008063,0,1,0,1
43,230400,181471,0.212,2,20,4885636,2,2,1,2
40,192477,85588,0.555,3,33,508102,1,2,2,2
55,254304,107699,0.576,0,15,4359509,2,0,2,2
35,40989,22791,0.444,0,3,4415130,1,0,1,1
25,296434,132149,0.554,3,29,4478182,1,1,1,2
48,146136,102860,0.296,1,27,3687416,2,0,1,1
50,232370,150986,0.35,0,5,4345378,1,1,1,1
49,151299,118201,0.219,3,31,4099724,2,0,1,1
56,186205,64334,0.654,0,22,4816345,0,1,2,1
29,268688,215835,0.197,1,7,3370268,1,0,2,1
37,130686,60290,0.539,2,6,4565311,0,0,1,0
63,107666,61356,0.43,1,26,4880539,1,0,1,1
57,213728,115677,0.459,4,1,156118,0,2,2,1
51,160705,115413,0.282,3,19,4188579,0,1,2,1
39,132573,70420,0.469,1,7,2514821,1,2,1,1
23,253892,207925,0.181,2,12,2626186,1,2,1,2
34,294152,234260,0.204,0,20,4842357,0,2,2,2
25,183477,143054,0.22,3,23,406433,1,1,1,2
47,273141,92647,0.661,1,25,2422480,2,2,1,2
46,115909,89231,0.23,2,30,4283202,0,0,1,0
51,176899,129118,0.27,1,29,828267,1,0,2,1
32,85354,30465,0.643,4,31,2892717,0,2,1,2
28,43157,15496,0.641,3,18,4358715,0,0,1,1
52,60315,21450,0.644,0,19,2826844,1,2,2,2
31,170486,52208,0.694,2,4,3584324,1,1,2,2
60,283669,170697,0.398,1,1,1240521,1,1,2,1
34,157018,131167,0.165,3,15,2315124,0,0,0,1
52,120790,65380,0.459,1,8,2224392,1,1,1,1
28,97255,58101,0.403,3,15,2360532,2,1,1,2
63,220829,183814,0.168,4,15,2951500,0,1,0,0
63,197275,86870,0.56,1,22,891913,0,1,2,2
57,217933,168278,0.228,4,18,2225509,0,0,2,1
41,286439,172010,0.399,2,16,1325258,1,0,1,1
25,36350,22290,0.387,4,2,624109,0,0,0,0
28,211584,103410,0.511,3,20,1525245,1,0,0,2
22,126894,77262,0.391,2,16,2829534,0,0,1,1
63,56728,19300,0.66,1,3,353126,0,0,0,0
34,108384,78096,0.279,1,30,2541670,0,1,1,1
43,25390,11592,0.543,3,2,3665056,1,1,1,1
42,36569,28823,0.212,0,26,2512071,0,0,2,1
43,47490,23855,0.498,0,5,830623,1,1,0,0
49,293011,110920,0.621,1,2,4443830,1,1,1,1
30,105820,72247,0.317,3,20,316256,1,1,2,2
47,296265,115696,0.609,0,34,2108551,2,1,1,2
30,26539,18962,0.285,4,34,4206989,2,1,0,1
36,88965,74059,0.168,1,20,3944178,1,0,0,0
31,122799,89490,0.271,4,25,2760262,2,1,2,2
45,118948,37153,0.688,3,20,4122188,0,0,2,1
63,168314,106027,0.37,4,25,443445,0,1,2,1
29,273099,186383,0.318,0,14,607508,1,2,0,1
45,296091,223253,0.246,0,12,1108191,1,1,2,1
37,268322,88761,0.669,2,5,1652810,1,1,1,1
47,227538,128344,0.436,1,2,646157,0,2,0,1
48,259778,154426,0.406,3,16,4120522,1,0,2,2
58,280821,110367,0.607,1,30,3947265,2,2,1,2
25,217888,104008,0.523,4,24,4899179,1,0,2,2
45,287651,155941,0.458,3,30,3193070,2,2,2,2
40,183223,138931,0.242,3,11,2471312,1,0,1,1
57,36618,29703,0.189,0,14,2868045,0,0,1,0
60,163426,105513,0.354,4,23,1231832,1,1,1,1
31,111436,57636,0.483,0,16,3957127,1,2,2,2
46,235448,103530,0.56,0,21,840720,1,0,1,1
39,161109,135359,0.16,2,4,4971460,1,2,2,1
40,53633,45087,0.159,0,33,124939,1,1,0,1
57,237456,192039,0.191,1,14,4483070,0,0,1,0
31,163442,119658,0.268,3,19,3715217,1,1,1,2
54,144873,69420,0.521,0,5,2041113,1,1,0,1
26,96947,72647,0.251,1,31,1589214,2,0,2,2
56,195205,102450,0.475,4,18,4020392,1,2,0,1
55,252107,120942,0.52,3,31,3307689,2,2,0,2
54,120761,85701,0.29,4,30,1811196,1,1,0,1
42,53926,18540,0.656,1,21,136537,0,2,1,2
38,129700,42374,0.673,4,30,2966002,0,0,1,1
43,74593,40755,0.454,4,4,97739,1,0,2,1
58,30209,16466,0.455,4,5,3725230,2,2,1,2
36,151700,120238,0.207,0,10,2323597,1,2,1,1
56,111597,41222,0.631,0,27,3170064,2,0,1,2
49,294355,108265,0.632,0,16,3708640,2,1,0,1
28,34927,13310,0.619,3,30,4684852,1,2,1,2
53,233535,73879,0.684,1,13,482974,1,0,1,1
32,142333,48315,0.661,0,21,3250109,1,0,0,2
31,180666,119768,0.337,4,15,631884,1,1,0,1
30,230924,124091,0.463,4,20,812879,1,2,1,2
35,233785,168320,0.28,4,20,4329409,1,2,2,2
34,164005,138736,0.154,4,5,3070508,1,2,0,1
46,128780,85312,0.338,2,32,3225442,0,0,1,1
23,65696,21531,0.672,3,6,3272620,1,1,0,1
56,221521,79195,0.642,1,30,4397458,2,0,2,2
28,182195,142941,0.215,1,26,2040012,1,2,2,2
42,75013,44266,0.41,0,13,3035634,1,1,0,1
39,241486,181998,0.246,2,29,2861379,0,1,0,0
24,264350,203850,0.229,1,5,143954,2,2,2,2
63,51140,41434,0.19,3,25,1004824,1,0,0,1
60,288328,237122,0.178,4,13,4119717,2,2,2,2
62,180918,109483,0.395,0,24,986354,2,1,1,2
32,136361,66484,0.512,3,31,846302,2,0,0,2
60,178267,147787,0.171,1,20,4868259,0,0,1,0
45,292750,175964,0.399,2,8,215363,1,2,1,1
40,41555,13935,0.665,0,9,2292262,2,2,2,2
25,115385,75407,0.346,1,21,2022206,2,0,2,2
47,280658,174913,0.377,0,20,1290879,2,0,1,1
59,182419,144601,0.207,1,15,1406854,1,2,1,1
63,254797,167975,0.341,4,26,2525817,1,0,2,1
53,128844,63388,0.508,2,11,3911353,0,1,1,1
60,116321,96712,0.169,4,11,2509007,2,1,1,2
57,219923,162938,0.259,1,27,2062639,2,2,0,1
61,123234,79699,0.353,3,30,729988,0,1,1,1
58,252705,116524,0.539,4,19,1120494,0,1,2,2
54,226283,114374,0.495,3,34,435926,1,2,1,2
57,54793,36628,0.332,1,23,4379427,1,0,1,1
24,173929,59064,0.66,2,1,4386015,0,0,2,1
30,44627,19688,0.559,3,3,2100311,0,0,0,0
29,247633,171521,0.307,1,3,857624,0,2,1,1
54,249440,140686,0.436,3,28,329132,0,1,2,1
27,200188,104361,0.479,4,14,796651,2,0,1,2
62,283191,108547,0.617,1,30,3442408,2,1,1,2
60,148099,80420,0.457,4,5,4667516,2,1,1,2
25,234074,169441,0.276,0,15,125312,2,2,2,2
34,198686,88456,0.555,1,14,4299198,1,0,1,2
23,299864,90849,0.697,3,14,3916162,2,1,0,2
26,132449,88433,0.332,0,8,2738558,2,1,0,1
48,127828,106729,0.165,4,8,683284,1,0,2,0
53,151613,96085,0.366,4,19,3067805,1,2,1,1
42,97095,35532,0.634,3,32,1555722,2,0,2,2
29,130924,62372,0.524,0,31,3479317,2,1,1,2
59,121452,94392,0.223,2,29,4226158,0,2,1,1
29,112593,48179,0.572,3,11,2157948,1,1,2,2
24,191964,121749,0.366,4,13,4104066,2,0,0,1
24,151202,78847,0.479,1,27,1852119,2,2,0,2
43,102606,42511,0.586,0,19,3218303,1,0,1,1
27,148769,111186,0.253,2,26,2207532,1,1,0,1
23,143542,101707,0.291,1,9,4480547,1,2,1,1
44,288068,191241,0.336,0,28,2559574,1,2,2,2
23,76322,32817,0.57,3,32,774079,2,1,2,2
59,182550,64590,0.646,3,3,1473603,0,0,1,1
38,96042,59247,0.383,0,32,2072934,1,2,2,2
56,71418,43173,0.395,2,5,2444958,2,0,0,0
55,125699,50733,0.596,0,8,4671651,1,0,1,1
44,115140,38103,0.669,1,14,3539916,2,2,1,2
51,36781,12666,0.656,1,3,393576,1,1,1,1
29,122628,103746,0.154,3,24,2755144,2,0,0,1
43,101946,74519,0.269,0,13,4099190,2,1,2,2
57,110058,88827,0.193,3,29,80882,1,0,2,1
26,176542,71902,0.593,2,8,2699096,2,0,1,1
34,295675,244911,0.172,1,31,2520651,2,0,0,1
50,67674,25611,0.622,4,26,2760330,2,2,1,2
52,152572,88490,0.42,4,18,1512447,1,2,2,2
37,250730,189635,0.244,0,18,3176307,1,1,1,1
63,82174,40461,0.508,0,7,1628042,1,0,1,1
51,298423,159255,0.466,4,16,4831796,1,1,2,2
37,281008,104113,0.629,0,33,1563455,1,1,1,1
33,78051,28692,0.632,1,3,1704911,0,1,1,1
38,228085,146148,0.359,2,4,4591838,2,2,1,1
37,90524,60790,0.328,2,4,907043,1,1,1,1
33,293614,213613,0.272,3,9,2525449,2,1,1,1
29,256189,155295,0.394,1,17,1238297,2,2,1,2
41,69439,45494,0.345,0,17,3785491,1,1,1,1
24,116563,35835,0.693,0,33,2607484,1,1,1,2
37,252328,98204,0.611,3,20,1548843,2,1,0,1
51,231314,194697,0.158,3,14,2306894,0,0,1,1
44,34837,11907,0.658,0,22,3512840,0,1,0,1
49,260207,175206,0.327,0,27,898118,2,1,2,2
61,143128,56799,0.603,1,3,76377,0,0,1,0
26,192896,133907,0.306,3,24,353815,2,0,1,2
41,189145,130187,0.312,1,30,4337803,2,2,1,2
61,122624,52582,0.571,0,8,3579195,1,1,1,1
22,214933,96354,0.552,4,22,4820855,2,0,1,2
51,55063,36348,0.34,4,25,1466957,1,0,2,1
42,94453,48600,0.485,0,10,645647,2,1,1,1
41,279371,113704,0.593,3,29,1637791,2,0,2,2
27,127166,89324,0.298,4,1,335314,0,0,0,0
43,39506,15201,0.615,3,21,2248543,1,2,0,1
39,250413,192969,0.229,4,24,3051382,1,1,2,1
29,138604,80815,0.417,3,9,1543955,0,0,1,1
60,51026,18274,0.642,4,26,3612530,2,0,1,2
53,280116,190966,0.318,3,9,648423,1,1,1,0
54,215285,126057,0.414,1,20,120019,1,0,0,1
37,75971,35245,0.536,3,9,3360377,0,1,1,1
33,138978,73991,0.468,1,22,3469794,1,0,2,2
59,184163,85467,0.536,1,1,3414057,2,0,0,1
55,128864,57301,0.555,0,5,2445644,1,1,2,1
35,120386,46948,0.61,1,9,187461,2,2,1,2
57,111126,55509,0.5,2,19,4976494,2,0,1,2
54,187023,81924,0.562,1,8,1328143,0,0,0,0
44,105863,71551,0.324,3,32,2454497,1,0,1,1
23,150659,101865,0.324,1,13,4185466,0,1,0,1
62,215944,124386,0.424,3,20,3896998,0,2,0,1
42,32235,23462,0.272,3,30,4738168,0,1,2,1
23,87712,66901,0.237,2,10,4576089,2,2,2,2
48,177545,109877,0.381,1,31,1713616,2,0,2,1
30,223639,143221,0.36,1,25,4875370,0,2,0,1
22,262890,119769,0.544,4,29,210926,1,0,2,2
32,150849,119499,0.208,4,24,1425762,0,0,1,1
24,280493,87882,0.687,0,21,2538804,2,0,2,2
44,104823,51544,0.508,3,9,2245196,1,0,0,0
47,129215,90061,0.303,2,2,145120,1,1,1,1
25,266071,91541,0.656,4,4,2468020,1,1,2,2
39,57230,22934,0.599,1,8,237741,2,1,1,1
27,248660,155190,0.376,0,32,3490145,1,0,2,2
56,204736,124478,0.392,2,14,4674874,0,1,1,0
43,148246,104722,0.294,1,13,885169,0,0,1,0
64,109817,82026,0.253,1,21,4776194,1,1,2,1
36,263657,97742,0.629,3,24,4221486,2,0,1,1
43,242033,75056,0.69,3,18,4012036,1,0,2,1
58,256414,174182,0.321,4,26,994877,0,1,0,0
63,281812,131258,0.534,4,32,1562244,2,2,0,2
33,95219,61348,0.356,1,33,4981129,0,1,0,1
63,195956,75011,0.617,1,31,3993935,0,0,1,1
59,282134,157422,0.442,4,18,4337432,2,0,2,2
39,46650,26937,0.423,4,12,4649003,2,0,1,2
56,195521,121573,0.378,1,25,4108189,1,1,1,1
51,195733,113964,0.418,2,31,315050,2,1,2,2
45,267037,152913,0.427,1,10,1015261,2,0,0,1
63,105428,50922,0.517,2,34,2380201,0,1,2,2
51,231251,78428,0.661,2,3,3854818,1,1,2,1
35,34943,12203,0.651,1,8,4776149,1,1,0,1
27,199312,107345,0.461,0,32,3524686,2,0,0,2
24,46042,22822,0.504,4,29,2859146,2,1,0,2
37,277842,162224,0.416,3,22,1536949,1,0,2,2
28,211443,98883,0.532,1,20,3625057,1,2,0,2
35,176990,120061,0.322,2,6,757624,0,2,2,1
30,239304,185502,0.225,1,29,3586203,0,0,1,1
36,169923,78907,0.536,4,17,791006,1,0,2,2
42,226904,92155,0.594,2,31,2879414,1,0,2,1
56,212428,77302,0.636,3,34,3766793,1,1,2,2
23,170817,109141,0.361,3,4,1005716,1,2,1,1
48,30730,16720,0.456,3,2,2577465,2,0,0,1
23,254502,102668,0.597,0,12,286881,2,2,0,2
56,227210,149782,0.341,2,6,1596254,2,1,1,1
39,239183,91287,0.618,2,8,1140188,0,2,1,1
35,44023,26627,0.395,0,21,1625194,2,1,2,2
41,151796,89549,0.41,2,15,2511648,2,1,2,2
39,201111,141547,0.296,0,7,2216381,0,1,0,0
31,45923,15168,0.67,1,15,3579520,1,2,2,2
46,296020,233361,0.212,4,6,230205,2,0,0,0
23,219795,150921,0.313,3,17,2649527,1,2,0,2
46,258462,108261,0.581,0,4,3648768,1,1,2,1
54,76413,30631,0.599,0,22,4151061,0,1,2,1
57,280719,150862,0.463,0,32,1585667,1,2,0,1
52,53756,40298,0.25,1,22,4523209,1,2,2,1
35,143248,109387,0.236,0,27,1913587,0,2,2,1
22,297448,174379,0.414,4,15,1457955,1,0,0,2
37,55341,42803,0.227,4,22,3087539,0,2,1,1
24,152039,46066,0.697,3,28,1265988,2,1,2,2
56,216830,69243,0.681,1,9,2133916,2,1,2,2
62,187730,150465,0.198,4,34,309199,1,2,1,1
27,205074,148972,0.274,2,9,1362319,1,0,0,0
46,259390,142116,0.452,2,15,4287424,1,0,1,1
34,157447,112493,0.286,2,20,900499,0,1,2,1
55,124485,102775,0.174,0,8,2634659,2,0,1,1
29,156562,113452,0.275,0,28,370652,0,1,0,1
42,28729,21928,0.237,2,19,3760367,0,0,2,1
55,162046,116403,0.282,3,16,3200185,1,0,1,1
25,143222,56216,0.607,3,11,3235887,1,1,2,2
46,108860,82566,0.242,0,8,93391,1,1,2,1
36,283360,115415,0.593,2,33,2395554,0,0,2,1
25,46398,36697,0.209,3,10,736366,2,0,2,1
33,128889,71179,0.448,0,18,1228605,1,1,2,2
53,290303,195181,0.328,2,3,2995050,0,2,1,0
53,250959,143920,0.427,1,27,1225328,1,2,2,2
49,127834,44958,0.648,2,28,2004803,0,0,1,1
34,46638,21448,0.54,2,6,665522,1,1,1,1
52,288217,242405,0.159,4,14,1274456,1,0,0,0
35,240379,199128,0.172,4,7,3115680,2,1,1,1
41,257069,122433,0.524,1,10,371021,0,2,0,1
39,54320,46061,0.152,1,15,743192,0,1,1,0
50,59924,45845,0.235,2,31,3157403,0,1,0,0
27,237792,151242,0.364,3,29,4476528,0,0,2,1
53,196097,63156,0.678,1,17,243747,0,2,1,2
50,27159,21613,0.204,2,29,2345737,1,1,0,1
64,73940,44850,0.393,0,15,1058595,0,1,1,1
23,104436,81215,0.222,4,26,460498,1,1,0,1
44,39678,30113,0.241,3,12,2015761,1,0,2,1
40,217147,164630,0.242,2,25,2447600,0,2,1,1
52,162844,111384,0.316,0,5,2826373,1,0,1,0
26,92163,42420,0.54,4,4,2076379,0,1,2,2
40,266040,128999,0.515,0,31,2832376,1,1,1,1
55,229827,107940,0.53,2,3,4303841,1,0,2,1
31,179536,55840,0.689,1,3,884248,0,0,1,1
46,76137,47236,0.38,4,26,1418784,1,1,1,1
23,125485,85876,0.316,0,17,3226966,0,0,1,1
32,265970,204697,0.23,1,10,3236581,2,0,0,1
52,130468,49198,0.623,3,2,3099535,2,0,0,1
36,25901,15522,0.401,2,24,3437016,0,2,0,1
30,112980,34391,0.696,2,11,911575,1,2,2,2
44,290025,102176,0.648,4,24,3858414,1,2,2,2
40,267434,88204,0.67,0,23,1854315,0,1,0,1
30,227258,158856,0.301,3,32,1371318,0,1,1,1
56,276839,95393,0.655,4,23,3558567,2,0,2,2
42,97572,67719,0.306,4,34,4869913,1,0,0,1
30,64255,28098,0.563,0,19,4661285,2,2,1,2
49,88212,69047,0.217,3,2,91810,1,2,1,1
28,47499,35492,0.253,0,2,4639885,0,2,2,1
37,127552,105460,0.173,2,15,1414132,2,1,1,1
37,86360,67884,0.214,1,21,2926510,2,2,2,2
54,168704,137212,0.187,2,5,2187366,2,2,1,1
25,186679,144173,0.228,2,27,4544198,2,0,1,2
25,116873,79632,0.319,4,24,4828082,1,0,1,1
60,90756,35725,0.606,2,7,4741185,0,1,1,1
61,219454,98631,0.551,3,6,1798336,0,0,0,0
38,52464,21877,0.583,2,33,2731305,1,2,2,2
58,146897,92834,0.368,3,17,1557541,2,0,0,1
60,108791,62771,0.423,0,30,4656745,2,1,2,2
50,180371,140129,0.223,4,8,957867,2,1,1,1
57,204047,168128,0.176,3,7,2046303,1,1,1,0
59,157534,82338,0.477,2,6,2838429,1,0,0,1
60,106441,61575,0.422,4,4,3103781,2,2,1,2
58,262612,219106,0.166,4,1,132192,1,0,1,0
56,256444,115895,0.548,3,15,1218710,1,2,2,2
28,162263,119395,0.264,3,31,3160941,2,2,1,2
48,109518,46422,0.576,1,25,1817851,1,0,1,1
49,236230,159408,0.325,1,33,1787895,2,2,0,1
43,72645,31926,0.561,4,5,1602813,1,1,2,1
35,264608,207996,0.214,1,5,2864512,0,1,2,0
28,48283,29395,0.391,2,17,3615501,1,1,1,1
58,215195,86565,0.598,0,14,4408784,0,1,0,1
43,127780,54102,0.577,4,29,1413153,1,0,2,1
26,25515,14584,0.428,0,8,4926958,0,2,2,2
23,253872,210429,0.171,1,34,411973,2,1,1,2
48,83755,60580,0.277,3,1,511213,2,0,1,1
42,52856,30052,0.431,4,29,4709042,0,1,2,2
59,98870,48025,0.514,1,29,4609639,0,1,0,1
36,162080,97587,0.398,2,5,3855074,1,1,1,1
42,295131,210014,0.288,4,32,3503965,2,0,0,1
31,121502,88837,0.269,4,24,4457952,0,1,0,1
44,91323,43701,0.521,3,19,1038985,0,0,2,1
60,297017,206913,0.303,4,12,903153,1,1,1,1
26,238614,157910,0.338,3,1,4269731,1,2,2,2
22,192516,159309,0.172,1,7,13898,0,0,1,1
34,130219,105750,0.188,2,17,927976,2,0,2,2
42,30033,22048,0.266,2,34,1129376,2,2,1,2
47,134756,94041,0.302,4,7,2468319,0,0,0,0
42,287210,129452,0.549,4,17,1175294,1,0,2,2
39,139159,106495,0.235,1,3,2074632,0,1,0,0
58,201318,107730,0.465,3,29,1782474,0,2,1,2
53,32533,14631,0.55,2,22,767877,0,2,1,1
57,226224,115665,0.489,3,29,4325168,1,2,0,1
38,267653,203353,0.24,1,5,4157018,2,1,0,0
56,134028,51164,0.618,2,30,2033839,1,2,2,2
32,298916,164669,0.449,2,23,4425108,0,0,1,1
42,275231,157100,0.429,0,21,4982816,0,0,1,1
47,37940,12146,0.68,1,26,3290576,1,0,1,1
25,41932,17094,0.592,1,21,4118684,0,0,1,1
55,251377,189716,0.245,0,20,1233460,1,0,2,1
39,49648,37579,0.243,3,23,1126161,1,1,2,1
61,57966,26712,0.539,0,4,1500334,2,1,0,1
56,280733,219306,0.219,1,21,3269875,0,0,1,0
62,188639,136665,0.276,3,21,2485146,1,1,1,1
50,271331,143764,0.47,2,1,2236489,0,1,1,1
50,67598,48104,0.288,0,15,1439592,1,0,1,1
59,215271,178402,0.171,3,17,798892,1,0,1,1
63,200309,110657,0.448,3,14,3673493,2,0,0,1
42,221569,95526,0.569,3,19,2341152,1,0,1,1
63,156250,127812,0.182,0,34,4038913,1,2,0,1
34,273004,172554,0.368,2,6,4468298,0,0,0,0
62,42118,15073,0.642,3,6,1986889,0,0,2,1
38,47616,29282,0.385,0,5,2036966,1,0,1,0
30,156870,90250,0.425,1,7,2755318,2,2,1,2
62,294745,227122,0.229,0,33,2453664,1,0,1,1
22,27795,16451,0.408,0,13,4980921,2,1,2,2
23,122462,53929,0.56,0,1,3567269,1,0,1,1
50,290228,194918,0.328,3,13,3276021,1,2,1,1
54,287875,172269,0.402,0,27,4865670,1,2,1,2
31,157201,67309,0.572,1,7,749440,0,1,2,2
61,184094,113308,0.385,3,3,4620489,1,2,2,1
42,288749,217094,0.248,1,25,601108,2,1,1,1
49,102506,32362,0.684,4,33,3144349,1,2,2,2
32,265313,171649,0.353,0,17,2518023,1,2,2,2
55,69130,34030,0.508,3,14,4275538,2,0,2,2
29,188402,86847,0.539,3,23,4687926,1,1,2,2
43,171259,88356,0.484,0,24,2368398,2,2,1,2
29,226682,110646,0.512,2,29,853539,1,0,2,2
36,248034,187943,0.242,2,27,234501,1,2,1,1
38,124694,56254,0.549,1,23,1699192,0,1,1,1
44,44773,31485,0.297,0,31,939057,0,1,0,0
45,291383,102488,0.648,0,17,1132655,2,1,0,1
40,93968,77360,0.177,4,3,618725,2,2,0,1
26,85430,54869,0.358,2,5,3749586,0,1,2,1
53,275072,189440,0.311,2,15,4392241,0,0,0,0
22,26515,12300,0.536,0,6,380445,1,1,0,1
44,122206,64360,0.473,1,10,1745356,1,2,1,1
58,270282,114350,0.577,0,32,156454,1,1,1,2
29,260702,211923,0.187,1,23,38795,1,0,2,2
34,30586,17386,0.432,2,17,3197153,2,0,1,2
29,270277,174800,0.353,4,20,455755,1,2,1,2
44,56186,39546,0.296,3,15,1780139,2,0,2,2
64,51928,26177,0.496,2,22,2462423,1,1,0,1
22,254336,177032,0.304,1,6,1252143,2,0,2,2
45,239159,160666,0.328,0,4,2562114,0,0,0,0
56,45711,31454,0.312,2,23,2437452,0,0,2,1
45,79962,45504,0.431,4,19,429960,2,0,0,1
38,45039,22997,0.489,1,31,1399060,2,2,2,2
26,61561,25987,0.578,0,3,30568,2,0,0,1
41,231555,174486,0.246,3,28,687887,1,0,0,0
42,244730,155303,0.365,1,3,3111055,2,1,2,1
61,26577,14468,0.456,0,14,230066,0,2,0,1
52,132792,108782,0.181,3,18,1301583,0,1,2,1
57,272980,89076,0.674,0,27,4196659,1,0,2,2
32,263540,202291,0.232,3,10,2193581,2,0,1,1
36,253506,215143,0.151,3,15,1508077,1,1,1,1
40,237489,187098,0.212,3,19,2575339,1,2,2,2
28,35785,26686,0.254,0,9,438949,1,0,2,1
49,97227,49184,0.494,3,4,2208303,0,0,1,0
64,90431,38634,0.573,1,15,3950248,1,1,0,1
26,272941,192196,0.296,4,8,4369781,1,1,1,1
26,219844,102780,0.532,4,1,1480634,1,1,0,1
51,175653,69702,0.603,3,7,3731804,1,0,1,1
53,288606,211429,0.267,4,31,504898,2,0,2,2
29,220245,103933,0.528,4,18,2672969,0,0,2,2
31,200486,160978,0.197,3,12,1152154,1,0,2,2
59,97573,74384,0.238,3,30,2738343,1,2,1,1
53,249737,191349,0.234,1,33,1611920,1,0,1,1
49,144682,104802,0.276,2,7,2578617,1,1,2,1
38,38386,30113,0.216,0,28,3736437,2,1,2,2
52,79460,59051,0.257,3,3,1737568,1,0,1,0
29,140375,88630,0.369,3,6,3447557,0,2,0,1
61,177117,81952,0.537,4,31,2165742,0,1,1,1
46,141582,111639,0.211,1,15,3416849,2,2,1,2
30,268015,204316,0.238,4,7,835399,2,0,0,1
23,178778,100130,0.44,3,30,1384792,0,0,1,1
36,77335,24862,0.679,3,27,4693507,0,0,1,1
24,254087,165461,0.349,4,17,4373415,1,0,2,2
57,77949,25553,0.672,3,18,4596416,1,1,1,2
25,120558,97586,0.191,2,22,357479,0,2,1,1
35,289860,240264,0.171,0,26,4182827,1,0,2,1
62,172646,69786,0.596,0,27,3578902,1,2,1,2
62,267887,180023,0.328,0,24,1483704,2,1,2,2
46,217898,76427,0.649,2,8,814,0,1,2,1
31,176285,123617,0.299,3,21,2565644,2,0,2,2
42,96916,47586,0.509,4,29,1018585,1,0,1,1
57,222223,149906,0.325,1,21,4133726,0,2,0,0
33,284590,143741,0.495,3,3,4198129,1,0,1,1
48,273090,103791,0.62,2,31,2505168,0,2,2,2
61,75906,39726,0.477,2,27,2183542,1,1,1,2
23,287607,104105,0.638,0,27,223923,1,2,1,2
34,99694,61539,0.383,3,9,3775092,0,1,0,0
53,95474,30792,0.677,0,33,2827529,0,0,1,1
52,63185,37280,0.41,1,33,179577,2,1,2,2
37,287048,226051,0.212,0,26,1826341,1,0,0,1
53,281574,214230,0.239,1,28,1630763,1,1,1,1
53,227211,178481,0.214,2,31,4932446,1,0,0,0
55,47504,38341,0.193,0,1,3287477,2,1,2,1
32,79970,28588,0.643,0,20,2519920,1,0,2,2
31,141944,52634,0.629,4,12,1833185,1,2,1,2
36,198615,120430,0.394,2,17,3269083,0,1,0,0
38,189211,149795,0.208,4,15,1926458,0,2,0,1
61,145494,121617,0.164,1,34,2261516,1,0,1,1
39,259941,84596,0.675,1,16,2222603,1,1,1,2
30,33802,16754,0.504,2,4,2425393,1,0,1,1
46,196277,81865,0.583,1,8,2768696,1,1,2,1
61,36516,26137,0.284,2,34,3104689,1,2,2,2
35,138758,90485,0.348,1,25,3366136,1,2,0,1
46,55480,20302,0.634,3,15,3075702,0,0,0,1
43,208163,117807,0.434,0,28,2666601,0,2,1,1
51,153023,103595,0.323,3,9,148616,2,1,1,1
41,203838,148486,0.272,2,2,1585851,1,2,1,1
42,296409,92191,0.689,2,17,4723831,1,1,2,2
53,139165,109906,0.21,3,10,4763377,1,2,0,0
42,144501,88594,0.387,0,9,2316744,1,2,2,1
56,274329,204800,0.253,0,31,2256652,0,0,1,0
53,146635,109150,0.256,4,2,1096158,2,0,2,1
51,199326,80611,0.596,1,24,3477356,1,0,1,1
60,245935,88682,0.639,4,19,4982023,0,1,2,2
33,78634,54784,0.303,0,17,1758446,2,2,0,2
62,203734,78648,0.614,3,10,3464060,1,2,2,2
39,259856,199430,0.233,1,28,4569342,2,1,0,1
42,243599,170374,0.301,3,28,1181420,0,1,1,1
34,262919,200608,0.237,4,1,3329854,0,0,0,0
42,92443,42935,0.536,2,3,3069534,0,0,0,0
29,66505,31531,0.526,3,15,1998318,0,1,0,1
61,127478,85304,0.331,4,10,3905592,2,0,0,0
28,87699,27826,0.683,4,21,3466165,2,0,1,2
44,179721,125727,0.3,4,15,4668818,1,1,2,1
53,161668,122816,0.24,2,23,4725805,2,0,1,1
32,143686,75915,0.472,2,14,2979465,0,0,2,2
43,290919,209660,0.279,2,15,2506332,2,0,0,1
43,108981,43160,0.604,1,10,976273,2,2,1,2
64,139010,66341,0.523,2,9,4053899,1,0,0,0
46,56105,46896,0.164,2,5,1001008,0,2,0,0
43,284021,239282,0.158,2,25,801341,2,0,0,1
49,172032,100111,0.418,3,26,2513736,1,2,1,2
50,151519,123313,0.186,2,8,4288439,2,1,0,1
34,167429,98364,0.412,1,22,3358296,0,2,2,2
39,152732,70313,0.54,4,25,3890230,1,2,1,2
23,170698,76266,0.553,3,12,4177134,1,1,2,2
50,184204,149431,0.189,0,9,1417098,0,2,2,1
42,295095,116516,0.605,2,10,4991088,1,1,1,1
36,130072,80488,0.381,4,10,2455717,0,1,2,0
48,165202,100036,0.394,4,9,2964123,1,1,0,0
52,114360,80828,0.293,3,26,1319943,2,2,2,2
36,87287,50153,0.425,0,27,864686,1,2,1,2
44,263009,118290,0.55,1,31,3999011,2,0,1,2
